epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
246,4183.4,0.27691,0.23833,0.24261,0.85669,0,0.90103,0.90568,0.95295,0.92165,0.90103,0.90568,0.95295,0.82841,0.21634,0.17269,0.18808,0.80075,0,6.37695e-05,6.37695e-05,6.37695e-05
247,4200.33,0.28239,0.24779,0.2592,0.86033,0,0.92384,0.90471,0.95566,0.92542,0.92384,0.90471,0.95566,0.82257,0.21406,0.17134,0.18461,0.80013,0,6.26706e-05,6.26706e-05,6.26706e-05
248,4217.22,0.2684,0.21571,0.24628,0.83961,0,0.8933,0.94521,0.97826,0.93917,0.8933,0.94521,0.97826,0.84887,0.22301,0.17116,0.19295,0.80491,0,6.15717e-05,6.15717e-05,6.15717e-05
249,4234.15,0.27448,0.23877,0.23581,0.84986,0,0.94958,0.809,0.97279,0.93337,0.94958,0.809,0.97279,0.83781,0.21286,0.17023,0.19973,0.79956,0,6.04728e-05,6.04728e-05,6.04728e-05
250,4251.26,0.26836,0.21433,0.25067,0.86037,0,0.89525,0.83053,0.89238,0.85929,0.89525,0.83053,0.89238,0.736,0.21731,0.17094,0.21877,0.8009,0,5.93739e-05,5.93739e-05,5.93739e-05
251,4268.15,0.25784,0.21276,0.22641,0.8584,0,0.85908,0.85906,0.90711,0.87491,0.85908,0.85906,0.90711,0.76835,0.21802,0.17018,0.20063,0.80156,0,5.8275e-05,5.8275e-05,5.8275e-05
252,4285.07,0.26397,0.2173,0.2311,0.84468,0,0.84307,0.87168,0.93667,0.89964,0.84283,0.87143,0.93667,0.79567,0.21932,0.16908,0.18327,0.8019,0,5.71761e-05,5.71761e-05,5.71761e-05
253,4301.98,0.26421,0.22505,0.23681,0.83828,0,0.87624,0.87269,0.93565,0.90004,0.87624,0.87269,0.93565,0.79072,0.214,0.16812,0.17565,0.79886,0,5.60772e-05,5.60772e-05,5.60772e-05
254,4318.91,0.28075,0.23449,0.25074,0.85315,0,0.75592,0.97994,0.97329,0.93752,0.75592,0.97994,0.97329,0.83322,0.21062,0.16594,0.18231,0.79692,0,5.49783e-05,5.49783e-05,5.49783e-05
255,4335.85,0.25866,0.23411,0.24017,0.84987,0,0.84971,0.97944,0.96971,0.93163,0.84971,0.97944,0.96971,0.84111,0.20641,0.16383,0.18783,0.79644,0,5.38794e-05,5.38794e-05,5.38794e-05
256,4352.78,0.27318,0.22543,0.2454,0.84682,0,0.85683,0.9424,0.97157,0.93697,0.85683,0.9424,0.97157,0.84372,0.21058,0.16428,0.1837,0.80003,0,5.27805e-05,5.27805e-05,5.27805e-05
257,4369.7,0.26047,0.2222,0.23427,0.83647,0,0.91748,0.98941,0.99411,0.95993,0.91748,0.98941,0.99411,0.86588,0.20336,0.16268,0.17075,0.79548,0,5.16816e-05,5.16816e-05,5.16816e-05
258,4386.83,0.25404,0.21472,0.22848,0.84294,0,0.93155,0.99345,0.9943,0.96076,0.93155,0.99345,0.9943,0.87561,0.20061,0.16219,0.16734,0.79354,0,5.05827e-05,5.05827e-05,5.05827e-05
259,4404.17,0.27694,0.22565,0.23527,0.85838,0,0.93777,0.99333,0.99456,0.96031,0.93777,0.99333,0.99456,0.86435,0.21247,0.16428,0.16791,0.79926,0,4.94838e-05,4.94838e-05,4.94838e-05
260,4421.07,0.24334,0.21004,0.20836,0.84319,0,0.93687,0.99333,0.99458,0.96103,0.93687,0.99333,0.99458,0.86153,0.21317,0.16404,0.16903,0.79952,0,4.83849e-05,4.83849e-05,4.83849e-05
261,4437.95,0.26469,0.23579,0.25057,0.83944,0,0.93601,0.99031,0.99436,0.95764,0.93601,0.99031,0.99436,0.85177,0.20979,0.16311,0.17207,0.7987,0,4.7286e-05,4.7286e-05,4.7286e-05
262,4454.86,0.2576,0.22503,0.25858,0.84225,0,0.92534,0.98538,0.98514,0.94914,0.92534,0.98538,0.98514,0.84958,0.21677,0.16464,0.17826,0.80427,0,4.61871e-05,4.61871e-05,4.61871e-05
263,4471.72,0.26047,0.22312,0.2306,0.86073,0,0.9293,0.97944,0.9835,0.95434,0.9293,0.97944,0.9835,0.84932,0.20607,0.16414,0.17401,0.79823,0,4.50882e-05,4.50882e-05,4.50882e-05
264,4488.79,0.24828,0.22325,0.23447,0.83902,0,0.92918,0.97944,0.98374,0.95301,0.92918,0.97944,0.98374,0.85772,0.20649,0.16325,0.17292,0.79768,0,4.39893e-05,4.39893e-05,4.39893e-05
265,4505.71,0.25752,0.22085,0.2154,0.85387,0,0.94925,0.9767,0.99168,0.95803,0.94925,0.9767,0.99168,0.86618,0.20528,0.16216,0.17233,0.79756,0,4.28904e-05,4.28904e-05,4.28904e-05
266,4522.62,0.2612,0.21775,0.22173,0.85541,0,0.96431,0.96502,0.98947,0.96051,0.96431,0.96502,0.98947,0.86308,0.19568,0.16198,0.17098,0.79369,0,4.17915e-05,4.17915e-05,4.17915e-05
267,4539.52,0.28034,0.25475,0.23151,0.85293,0,0.97243,0.94331,0.98887,0.95956,0.97243,0.94331,0.98887,0.86366,0.20182,0.16278,0.17464,0.79609,0,4.06926e-05,4.06926e-05,4.06926e-05
268,4556.39,0.2701,0.22376,0.2404,0.86869,0,0.97434,0.94249,0.97275,0.9451,0.97434,0.94249,0.97275,0.84832,0.20422,0.16399,0.17866,0.79794,0,3.95937e-05,3.95937e-05,3.95937e-05
269,4573.3,0.25204,0.21384,0.23345,0.84862,0,0.96835,0.94798,0.97139,0.94389,0.96835,0.94798,0.97139,0.84494,0.19901,0.16385,0.17879,0.79641,0,3.84948e-05,3.84948e-05,3.84948e-05
270,4590.21,0.24103,0.22261,0.23285,0.8407,0,0.96793,0.95193,0.97183,0.94581,0.96793,0.95193,0.97183,0.84747,0.20006,0.16349,0.17742,0.79714,0,3.73959e-05,3.73959e-05,3.73959e-05
271,4607.1,0.23603,0.19544,0.21998,0.83651,0,0.96415,0.96284,0.98693,0.96053,0.96415,0.96284,0.98693,0.86349,0.20362,0.16483,0.17171,0.79922,0,3.6297e-05,3.6297e-05,3.6297e-05
272,4624,0.25047,0.22481,0.23566,0.83757,0,0.97111,0.96472,0.98722,0.96371,0.97111,0.96472,0.98722,0.86384,0.20083,0.16368,0.16781,0.79731,0,3.51981e-05,3.51981e-05,3.51981e-05
273,4640.89,0.24307,0.22289,0.22611,0.83298,0,0.95225,0.96921,0.98619,0.95371,0.95225,0.96921,0.98619,0.85906,0.20844,0.16236,0.17196,0.80219,0,3.40992e-05,3.40992e-05,3.40992e-05
274,4657.77,0.24666,0.22749,0.22476,0.84515,0,0.97181,0.9145,0.98144,0.94482,0.97181,0.9145,0.98144,0.84383,0.21663,0.16318,0.17787,0.80756,0,3.30003e-05,3.30003e-05,3.30003e-05
275,4674.89,0.23389,0.22386,0.21304,0.83927,0,0.96358,0.92811,0.98164,0.9454,0.96358,0.92811,0.98164,0.85505,0.21195,0.16302,0.17782,0.80419,0,3.19014e-05,3.19014e-05,3.19014e-05
276,4691.76,0.25615,0.21836,0.2251,0.84521,0,0.96858,0.91613,0.97407,0.93307,0.96858,0.91613,0.97407,0.85046,0.21739,0.16401,0.17978,0.80759,0,3.08025e-05,3.08025e-05,3.08025e-05
277,4708.65,0.26411,0.22779,0.20588,0.84808,0,0.97097,0.91796,0.97212,0.93652,0.97097,0.91796,0.97212,0.8441,0.21441,0.16432,0.17614,0.80546,0,2.97036e-05,2.97036e-05,2.97036e-05
278,4725.53,0.25003,0.21536,0.2024,0.85462,0,0.96179,0.93647,0.97668,0.94383,0.96179,0.93647,0.97668,0.84326,0.20571,0.16332,0.16648,0.7993,0,2.86047e-05,2.86047e-05,2.86047e-05
279,4742.43,0.24831,0.20577,0.22496,0.83599,0,0.9744,0.94956,0.97823,0.94607,0.9744,0.94956,0.97823,0.84797,0.19706,0.16162,0.16147,0.79412,0,2.75058e-05,2.75058e-05,2.75058e-05
280,4759.36,0.25543,0.2305,0.24059,0.8446,0,0.97503,0.95112,0.9831,0.94935,0.97503,0.95112,0.9831,0.85467,0.20093,0.16029,0.16219,0.79662,0,2.64069e-05,2.64069e-05,2.64069e-05
281,4776.26,0.24646,0.20991,0.23317,0.83522,0,0.97961,0.9481,0.98575,0.95155,0.97961,0.9481,0.98575,0.8556,0.20626,0.16088,0.16387,0.80108,0,2.5308e-05,2.5308e-05,2.5308e-05
282,4793.35,0.24929,0.23708,0.20869,0.84072,0,0.9679,0.95025,0.98942,0.95571,0.9679,0.95025,0.98942,0.85532,0.19933,0.1618,0.15933,0.79732,0,2.42091e-05,2.42091e-05,2.42091e-05
283,4810.25,0.24351,0.22292,0.2292,0.84204,0,0.96284,0.95093,0.99011,0.95892,0.96284,0.95093,0.99011,0.85462,0.19416,0.1615,0.15897,0.79352,0,2.31102e-05,2.31102e-05,2.31102e-05
284,4827.16,0.24563,0.22251,0.21433,0.83959,0,0.96262,0.95145,0.99094,0.96513,0.96262,0.95145,0.99094,0.85953,0.19485,0.16073,0.15691,0.79328,0,2.20113e-05,2.20113e-05,2.20113e-05
285,4844.06,0.25418,0.23774,0.22716,0.84833,0,0.96052,0.95723,0.99014,0.95932,0.96052,0.95723,0.99014,0.86155,0.19523,0.15967,0.15803,0.79422,0,2.09124e-05,2.09124e-05,2.09124e-05
286,4861.91,0.2063,0.18572,0.19474,0.80213,0,0.95812,0.96496,0.99093,0.96128,0.95812,0.96496,0.99093,0.86281,0.20036,0.16026,0.16113,0.79801,0,1.98135e-05,1.98135e-05,1.98135e-05
287,4878.88,0.21322,0.18675,0.17313,0.81261,0,0.9591,0.95841,0.99192,0.95876,0.9591,0.95841,0.99192,0.86586,0.19494,0.16092,0.16034,0.79588,0,1.87146e-05,1.87146e-05,1.87146e-05
288,4895.74,0.2183,0.18073,0.18565,0.81756,0,0.94473,0.97068,0.99308,0.96052,0.94473,0.97068,0.99308,0.85577,0.18888,0.16039,0.15797,0.79257,0,1.76157e-05,1.76157e-05,1.76157e-05
289,4912.65,0.20598,0.18503,0.18873,0.81507,0,0.9411,0.95698,0.99269,0.96416,0.9411,0.95698,0.99269,0.84931,0.19223,0.16219,0.16502,0.79359,0,1.65168e-05,1.65168e-05,1.65168e-05
290,4929.54,0.20992,0.18061,0.17443,0.82075,0,0.9463,0.95681,0.98903,0.95902,0.9463,0.95681,0.98903,0.85487,0.19471,0.16153,0.16801,0.79472,0,1.54179e-05,1.54179e-05,1.54179e-05
291,4946.43,0.21443,0.18248,0.18001,0.81723,0,0.95349,0.96022,0.98846,0.95907,0.95349,0.96022,0.98846,0.86473,0.19938,0.16071,0.17136,0.79775,0,1.4319e-05,1.4319e-05,1.4319e-05
292,4963.27,0.20941,0.18746,0.17548,0.80903,0,0.94156,0.96743,0.98795,0.96225,0.94156,0.96743,0.98795,0.85813,0.2014,0.16032,0.17462,0.79944,0,1.32201e-05,1.32201e-05,1.32201e-05
293,4980.15,0.21757,0.19937,0.19293,0.81827,0,0.9204,0.97358,0.9867,0.95848,0.9204,0.97358,0.9867,0.85592,0.20102,0.16066,0.17608,0.79984,0,1.21212e-05,1.21212e-05,1.21212e-05
294,4997.05,0.22013,0.18437,0.19308,0.82535,0,0.9031,0.97377,0.98448,0.95642,0.9031,0.97377,0.98448,0.86221,0.19729,0.15919,0.17632,0.79838,0,1.10223e-05,1.10223e-05,1.10223e-05
295,5013.93,0.21605,0.19395,0.17182,0.80964,0,0.93655,0.97015,0.98397,0.95743,0.93655,0.97015,0.98397,0.85918,0.19517,0.15899,0.17771,0.79785,0,9.9234e-06,9.9234e-06,9.9234e-06
296,5030.8,0.21374,0.19379,0.17997,0.82972,0,0.90783,0.97377,0.98387,0.95693,0.90783,0.97377,0.98387,0.8581,0.19257,0.15869,0.17676,0.79652,0,8.8245e-06,8.8245e-06,8.8245e-06
297,5047.7,0.21882,0.18573,0.18202,0.80968,0,0.92248,0.9732,0.9842,0.95747,0.92248,0.9732,0.9842,0.85846,0.19363,0.15905,0.17636,0.79689,0,7.7256e-06,7.7256e-06,7.7256e-06
298,5064.57,0.21352,0.17663,0.17538,0.82112,0,0.94427,0.9682,0.9842,0.95595,0.94427,0.9682,0.9842,0.85794,0.19441,0.15857,0.17578,0.79672,0,6.6267e-06,6.6267e-06,6.6267e-06
299,5081.42,0.21308,0.18309,0.17204,0.81015,0,0.94467,0.96197,0.98465,0.95643,0.94467,0.96197,0.98465,0.8598,0.1936,0.15865,0.17437,0.796,0,5.5278e-06,5.5278e-06,5.5278e-06
300,5098.31,0.21093,0.18605,0.17214,0.81506,0,0.95333,0.9533,0.98465,0.95885,0.95333,0.9533,0.98465,0.86342,0.1938,0.1587,0.17448,0.7961,0,4.4289e-06,4.4289e-06,4.4289e-06
